cdd_event_id,customer_id,event_date,event_type,new_risk_score,previous_risk_level,new_risk_level,summary,edd_id,triggered_by,reviewer
CDD_3211EF694A,CUST_523A278F,2024-08-18,periodic_review,0.257,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_273F1746F3,CUST_523A278F,2025-02-15,periodic_review,0.254,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_14329B45C1,CUST_523A278F,2025-08-27,risk_level_change,0.625,low,medium,Risk level increased during periodic CDD review,,Risk Model,Emily Thompson
CDD_0D87667924,CUST_DB742E84,2022-05-24,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,William Taylor
CDD_5FC557C384,CUST_DB742E84,2022-08-22,periodic_review,0.559,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_B762202ACC,CUST_DB742E84,2022-11-11,periodic_review,0.611,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_22A230C4AB,CUST_DB742E84,2023-01-25,periodic_review,0.58,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_6BC4616E74,CUST_DB742E84,2023-05-08,periodic_review,0.591,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_EC767F4135,CUST_DB742E84,2023-08-04,periodic_review,0.553,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_790B8BBEE8,CUST_DB742E84,2023-10-19,periodic_review,0.598,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_FD6FEEE45B,CUST_DB742E84,2024-01-25,periodic_review,0.545,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_93FDFDC9DC,CUST_DB742E84,2024-04-21,periodic_review,0.559,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_3B32FAD46E,CUST_DB742E84,2024-07-18,risk_level_change,0.266,medium,low,Risk level increased during periodic CDD review,,Risk Model,Maria Garcia
CDD_D9E6730D4B,CUST_DB742E84,2024-10-18,periodic_review,0.286,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_39BF498B60,CUST_DB742E84,2025-01-28,periodic_review,0.362,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_05FDEB133A,CUST_DB742E84,2025-04-18,periodic_review,0.314,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_549DB5CDF0,CUST_DB742E84,2025-07-12,periodic_review,0.3,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_79612929CB,CUST_DB742E84,2025-10-05,periodic_review,0.366,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_3188AFAF71,CUST_EAC90908,2023-02-15,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,James Wilson
CDD_2B5D16FF6A,CUST_EAC90908,2024-02-15,periodic_review,0.36,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_C1367D0E9C,CUST_EAC90908,2025-02-18,periodic_review,0.326,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_6458B170C1,CUST_DBD016AD,2022-11-18,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,James Wilson
CDD_B1E93E3712,CUST_DBD016AD,2023-02-16,periodic_review,0.618,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_564A0D2DF4,CUST_DBD016AD,2023-05-07,periodic_review,0.597,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_35845AF9F8,CUST_DBD016AD,2023-07-25,periodic_review,0.629,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_4284E58AD2,CUST_DBD016AD,2023-10-13,periodic_review,0.567,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_91E44DF31A,CUST_DBD016AD,2024-01-10,periodic_review,0.594,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_F4169E96B6,CUST_DBD016AD,2024-04-04,periodic_review,0.599,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_1E21B24A49,CUST_DBD016AD,2024-06-22,periodic_review,0.662,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_DF608B4FA9,CUST_DBD016AD,2024-10-03,periodic_review,0.618,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_2707C3E52A,CUST_DBD016AD,2024-12-20,periodic_review,0.565,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_BA62175630,CUST_DBD016AD,2025-03-15,periodic_review,0.621,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_89C2517105,CUST_DBD016AD,2025-06-05,periodic_review,0.598,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_D6BD048895,CUST_DBD016AD,2025-09-03,periodic_review,0.527,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_B9573B2499,CUST_96E38B83,2023-08-16,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Lisa Anderson
CDD_36C6238804,CUST_96E38B83,2023-11-14,periodic_review,0.205,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_934FD08EC6,CUST_96E38B83,2024-02-12,periodic_review,0.28,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_A2717CCDFC,CUST_96E38B83,2024-05-09,periodic_review,0.308,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,David Kim
CDD_2D22BB5E42,CUST_96E38B83,2024-08-18,periodic_review,0.34,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_C32A8851FA,CUST_96E38B83,2024-11-02,risk_level_change,0.25,low,low,Risk level maintained during periodic CDD review,,Risk Model,Emily Thompson
CDD_9EE70C09FD,CUST_96E38B83,2025-01-29,periodic_review,0.298,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_77DAC27E18,CUST_96E38B83,2025-05-11,periodic_review,0.261,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_29915C8F0A,CUST_96E38B83,2025-08-06,periodic_review,0.377,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_0880901C7C,CUST_96E38B83,2025-11-02,risk_level_change,0.326,low,low,Risk level maintained during periodic CDD review,,Risk Model,William Taylor
CDD_2BFB536795,CUST_0317F380,2022-01-10,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Robert Johnson
CDD_6FECDABCB0,CUST_0317F380,2023-01-10,periodic_review,0.328,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_224C73E95D,CUST_0317F380,2024-01-25,periodic_review,0.268,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_DE77FE01DC,CUST_0317F380,2025-02-02,periodic_review,0.257,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_2F728371AF,CUST_6B418019,2023-06-26,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,David Kim
CDD_F2F461DC4B,CUST_6B418019,2023-09-24,periodic_review,0.347,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_1C55DB96B7,CUST_6B418019,2023-12-23,periodic_review,0.219,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_3991BCD0C0,CUST_6B418019,2024-03-27,periodic_review,0.34,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_22EA0CB527,CUST_6B418019,2024-06-30,risk_level_change,0.621,low,medium,Risk level increased during periodic CDD review,,Risk Model,Lisa Anderson
CDD_32A2B22AC5,CUST_6B418019,2024-09-29,periodic_review,0.565,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_50C65CF1D6,CUST_6B418019,2025-01-08,periodic_review,0.623,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_E48C2C83B1,CUST_6B418019,2025-04-14,periodic_review,0.5,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_FF5404B7C1,CUST_6B418019,2025-07-05,periodic_review,0.621,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_60C8360509,CUST_6B418019,2025-09-28,periodic_review,0.605,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Emily Thompson
CDD_F59954BF08,CUST_793813EC,2023-06-02,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Michael Rodriguez
CDD_31D6C5323D,CUST_793813EC,2023-11-29,periodic_review,0.637,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Robert Johnson
CDD_7BBECAB78E,CUST_793813EC,2024-05-18,periodic_review,0.658,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_FDAF44E4FB,CUST_793813EC,2024-11-17,periodic_review,0.616,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_947D03E9F5,CUST_793813EC,2025-05-20,periodic_review,0.669,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,William Taylor
CDD_A1CC9C4D17,CUST_A151C42E,2022-06-02,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Robert Johnson
CDD_D2BAA33FF5,CUST_A151C42E,2022-11-29,periodic_review,0.356,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Jessica Martinez
CDD_1425B29473,CUST_A151C42E,2023-05-20,periodic_review,0.341,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_FEA1F6C09B,CUST_A151C42E,2023-11-12,periodic_review,0.21,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_9F666EEF00,CUST_A151C42E,2024-05-15,periodic_review,0.276,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_27FFEBF6DC,CUST_A151C42E,2024-11-05,periodic_review,0.21,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_44A1A5308D,CUST_A151C42E,2025-04-27,periodic_review,0.255,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
CDD_B0B063FA7E,CUST_A151C42E,2025-11-01,periodic_review,0.381,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_9E9B963604,CUST_4D835AD5,2022-06-08,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Jessica Martinez
CDD_F52ECAB0D4,CUST_4D835AD5,2022-12-05,periodic_review,0.58,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_AD221E08EB,CUST_4D835AD5,2023-06-08,periodic_review,0.52,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_81BB42D21C,CUST_4D835AD5,2023-12-03,periodic_review,0.523,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Jessica Martinez
CDD_48A8FFCA51,CUST_4D835AD5,2024-05-23,periodic_review,0.587,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_E2E3BB187B,Automated CDD Schedule,Michael Rodriguez
CDD_B1B89E23A1,CUST_4D835AD5,2024-11-14,periodic_review,0.663,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Michael Rodriguez
CDD_F9CCA28A9A,CUST_4D835AD5,2025-05-08,periodic_review,0.654,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_889F3E41C5,CUST_D323C449,2023-04-17,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Emily Thompson
CDD_29B6315AFD,CUST_D323C449,2024-04-16,periodic_review,0.35,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_E14D6EC597,CUST_D323C449,2025-04-21,periodic_review,0.326,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_E9D8041C52,CUST_CA86CFBD,2023-08-18,initial_risk_assessment,0.6,,medium,Initial onboarding risk assessment - Classified as medium risk,,Onboarding System,Emily Thompson
CDD_6A7794F805,CUST_CA86CFBD,2023-11-16,periodic_review,0.554,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_F0F3601420,Automated CDD Schedule,David Kim
CDD_A7605E21F7,CUST_CA86CFBD,2024-02-03,periodic_review,0.655,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,David Kim
CDD_92333F1D34,CUST_CA86CFBD,2024-05-03,periodic_review,0.666,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_007878E80B,CUST_CA86CFBD,2024-07-22,periodic_review,0.61,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_33459929CA,CUST_CA86CFBD,2024-10-07,periodic_review,0.569,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,James Wilson
CDD_4483B7B66E,CUST_CA86CFBD,2024-12-29,periodic_review,0.537,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Lisa Anderson
CDD_32A97FCFF7,CUST_CA86CFBD,2025-03-26,periodic_review,0.567,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Maria Garcia
CDD_7E7659F1AF,CUST_CA86CFBD,2025-06-10,periodic_review,0.69,medium,medium,Routine CDD review - Risk level maintained at medium,,Automated CDD Schedule,Sarah Chen
CDD_F85B50C5B4,CUST_CA86CFBD,2025-08-31,periodic_review,0.685,medium,medium,Routine CDD review - Risk level maintained at medium - EDD investigation initiated,EDD_79B0ECDD86,Automated CDD Schedule,David Kim
CDD_27349AA8C7,CUST_978DFDC2,2023-12-05,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Maria Garcia
CDD_B4D111F7C6,CUST_978DFDC2,2024-06-02,periodic_review,0.291,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_29E2ECA0AC,CUST_978DFDC2,2024-12-02,periodic_review,0.359,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_11500816E3,CUST_978DFDC2,2025-06-13,periodic_review,0.267,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_9F2E280BFD,CUST_6583D27F,2022-07-16,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,William Taylor
CDD_25FF30C6E3,CUST_6583D27F,2023-01-12,periodic_review,0.358,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_4BEC900C75,CUST_6583D27F,2023-07-15,periodic_review,0.287,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Lisa Anderson
CDD_E8011E3955,CUST_6583D27F,2024-01-21,periodic_review,0.336,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_5B08C8A81E,CUST_6583D27F,2024-07-05,periodic_review,0.286,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,James Wilson
CDD_3A36368BDE,CUST_6583D27F,2024-12-28,periodic_review,0.297,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Maria Garcia
CDD_702697C00A,CUST_6583D27F,2025-06-29,periodic_review,0.327,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Sarah Chen
CDD_A10BBCF68D,CUST_B33BF632,2023-04-30,initial_risk_assessment,0.3,,low,Initial onboarding risk assessment - Classified as low risk,,Onboarding System,Emily Thompson
CDD_7E5AC7853D,CUST_B33BF632,2023-10-27,periodic_review,0.207,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Emily Thompson
CDD_2B16411F35,CUST_B33BF632,2024-04-21,periodic_review,0.352,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,William Taylor
CDD_63DF67EFEA,CUST_B33BF632,2024-10-22,periodic_review,0.215,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Robert Johnson
CDD_3954367218,CUST_B33BF632,2025-04-24,periodic_review,0.306,low,low,Routine CDD review - Risk level maintained at low,,Automated CDD Schedule,Michael Rodriguez
