edd_id,customer_id,investigation_start,investigation_end,edd_reason,steps_taken,outcome,notes,senior_reviewer,regulatory_filing
EDD_84971A3ABA,CUST_A9497EE0,2024-12-05,2024-12-16,Source of funds verification required,"Transaction pattern analysis, Source of wealth verification, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_ED3A879298,CUST_A9497EE0,2025-01-09,2025-02-04,Large value transactions,"Enhanced document collection, Beneficial ownership analysis, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_5AA4C65991,CUST_A9497EE0,2025-02-17,2025-03-14,Large value transactions,"Enhanced document collection, Transaction pattern analysis, Management review, Regulatory filing assessment, Beneficial ownership analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,David Kim,No filing required
EDD_FB4A0F833B,CUST_A9497EE0,2025-03-26,2025-04-06,Unusual transaction patterns detected,"Regulatory filing assessment, Source of wealth verification, Management review, Beneficial ownership analysis, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_379B4F055B,CUST_A9497EE0,2025-04-18,2025-06-02,Source of funds verification required,"External database screening, Beneficial ownership analysis, Enhanced document collection, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_AB68D979BC,CUST_A9497EE0,2025-05-14,2025-06-11,Unusual transaction patterns detected,"Transaction pattern analysis, External database screening, Source of wealth verification, Enhanced document collection, Management review",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_1FDF038A06,CUST_A9497EE0,2025-06-11,2025-06-18,Elevated risk score,"Source of wealth verification, External database screening, Transaction pattern analysis, Management review, Regulatory filing assessment, Beneficial ownership analysis",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Lisa Anderson,No filing required
EDD_7540EFE7B8,CUST_A9497EE0,2025-07-26,2025-09-06,Sanctions screening alert,"Management review, External database screening, Regulatory filing assessment, Transaction pattern analysis, Enhanced document collection, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_5DC014847D,CUST_A9497EE0,2025-09-09,2025-10-19,Sanctions screening alert,"Regulatory filing assessment, Enhanced document collection, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_5655C16CBA,CUST_A9497EE0,2025-09-25,2025-10-11,Unusual transaction patterns detected,"Transaction pattern analysis, Source of wealth verification, Regulatory filing assessment, External database screening",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_BEEA4DF785,CUST_A9497EE0,2025-10-30,,Large value transactions,"Management review, External database screening, Beneficial ownership analysis, Regulatory filing assessment, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,SAR Filed
EDD_E34F97DF00,CUST_52FF05FC,2022-12-15,2022-12-27,Geographic risk factors,"External database screening, Transaction pattern analysis, Source of wealth verification, Management review, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Sarah Chen,No filing required
EDD_0877418D61,CUST_52FF05FC,2023-03-01,2023-03-18,Source of funds verification required,"Enhanced document collection, Management review, Regulatory filing assessment, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_FD0F9B5B96,CUST_52FF05FC,2023-05-26,2023-06-03,PEP association identified,"External database screening, Enhanced document collection, Source of wealth verification, Management review, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_B24E1DF8EC,CUST_52FF05FC,2023-08-23,2023-09-24,Sanctions screening alert,"Transaction pattern analysis, Regulatory filing assessment, Enhanced document collection, Management review, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_7FB66EF883,CUST_52FF05FC,2023-11-10,2023-12-13,Geographic risk factors,"Transaction pattern analysis, Regulatory filing assessment, Management review",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_9DA9B58A87,CUST_52FF05FC,2024-02-05,2024-03-15,Elevated risk score,"Source of wealth verification, Management review, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,SAR Filed
EDD_713C3E7CA7,CUST_52FF05FC,2024-05-08,2024-05-25,PEP association identified,"Transaction pattern analysis, Enhanced document collection, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_69E70CABE2,CUST_52FF05FC,2024-07-30,2024-08-16,Geographic risk factors,"Management review, External database screening, Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_83502A83A7,CUST_52FF05FC,2024-11-01,2024-12-05,Source of funds verification required,"External database screening, Beneficial ownership analysis, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_1F05950138,CUST_52FF05FC,2025-02-10,2025-03-24,Unusual transaction patterns detected,"Enhanced document collection, Transaction pattern analysis, Management review, Source of wealth verification, Beneficial ownership analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,David Kim,SAR Filed
EDD_06E2D30E3F,CUST_52FF05FC,2025-05-15,2025-06-21,Source of funds verification required,"Transaction pattern analysis, Management review, External database screening, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_A9E0E73BB8,CUST_52FF05FC,2025-08-24,2025-09-30,PEP association identified,"External database screening, Enhanced document collection, Beneficial ownership analysis",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Michael Rodriguez,No filing required
EDD_E0E0DAC6FE,CUST_6C237A8D,2023-01-20,2023-03-02,Sanctions screening alert,"External database screening, Management review, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Michael Rodriguez,No filing required
EDD_BCE939376D,CUST_6C237A8D,2023-04-18,2023-06-01,Source of funds verification required,"External database screening, Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_1A35346113,CUST_6C237A8D,2023-07-31,2023-08-11,PEP association identified,"External database screening, Management review, Beneficial ownership analysis, Regulatory filing assessment, Source of wealth verification, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_485985875C,CUST_6C237A8D,2023-10-18,2023-11-21,PEP association identified,"Management review, Regulatory filing assessment, Source of wealth verification, External database screening",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_D529C1AFF4,CUST_6C237A8D,2024-01-27,2024-02-15,Sanctions screening alert,"External database screening, Source of wealth verification, Enhanced document collection, Management review, Transaction pattern analysis",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_B743D6A7EB,CUST_6C237A8D,2024-04-15,2024-05-30,Geographic risk factors,"External database screening, Regulatory filing assessment, Source of wealth verification, Beneficial ownership analysis, Management review, Transaction pattern analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_276041AEDE,CUST_6C237A8D,2024-07-07,2024-07-18,Source of funds verification required,"Enhanced document collection, Beneficial ownership analysis, Regulatory filing assessment, External database screening, Transaction pattern analysis, Source of wealth verification",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Emily Thompson,No filing required
EDD_5551ABB15C,CUST_6C237A8D,2024-10-05,2024-10-20,Unusual transaction patterns detected,"Regulatory filing assessment, Enhanced document collection, Beneficial ownership analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,Jessica Martinez,No filing required
EDD_07A7F10CEC,CUST_6C237A8D,2025-01-04,2025-02-06,Geographic risk factors,"Beneficial ownership analysis, Regulatory filing assessment, Enhanced document collection, Source of wealth verification, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_6C91CFBD9F,CUST_6C237A8D,2025-04-06,2025-05-02,Geographic risk factors,"Enhanced document collection, Management review, Beneficial ownership analysis, Regulatory filing assessment, Transaction pattern analysis, External database screening",account_closed,EDD investigation completed. Customer account closed.,Lisa Anderson,No filing required
EDD_41A0F5E3AD,CUST_6C237A8D,2025-07-08,2025-08-14,Geographic risk factors,"External database screening, Transaction pattern analysis, Regulatory filing assessment, Enhanced document collection, Management review, Beneficial ownership analysis",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
